SCHOOLID,SCHSIZE,RATCMP15,PROPQUAL,PROPCERT,SMRATIO,RESPCUR,maths,read,scie
0000256,490.0,0.324,1.0,1.0,122.5,1.44,477.5166888888888,533.9278548148147,535.7205014814815
0000257,1079.0,0.934,1.0,1.0,119.889,1.44,479.3042775,450.7684358333333,487.67017999999996
0000258,729.0,0.785,1.0,1.0,132.545,-0.43,560.7009314285715,549.6062621428571,561.6814099999999
0000259,1337.0,0.502,1.0,1.0,121.545,-0.81,489.69660916666663,499.24538083333334,501.31169666666665
0000260,1450.0,0.697,1.0,1.0,138.095,1.44,416.51542000000006,401.5144733333334,393.5627241666666
0000261,1321.0,1.514,0.963,0.939,146.778,1.44,472.33992666666666,488.39105066666673,509.52070000000003
0000262,1684.0,1.126,1.0,1.0,134.72,1.44,455.7319055172414,466.8914668965517,476.62863724137924
0000263,1179.0,1.105,0.984,0.984,84.214,0.03,459.71168642857145,469.2241228571429,484.27492357142864
0000264,861.0,0.732,1.0,1.0,143.5,1.44,566.6531096296296,579.8444444444444,573.1167192592592
0000265,1326.0,0.844,,,120.545,1.44,505.17274692307694,515.8436646153847,526.1039192307692
0000266,824.0,1.648,1.0,1.0,164.8,0.03,400.23266608695656,449.20230434782604,432.47246869565214
0000267,1001.0,0.615,1.0,1.0,143.0,1.44,457.14545666666675,468.2522506666666,468.5036666666667
0000268,1028.0,0.24,1.0,1.0,158.154,-0.43,464.92264153846156,477.5735061538461,486.40863384615386
0000269,674.0,,1.0,1.0,122.545,1.44,426.3283572413794,444.99945931034483,460.9982131034482
0000270,703.0,1.174,1.0,1.0,127.818,1.44,447.4749458333334,462.6581416666666,486.1743091666667
0000271,981.0,1.272,1.0,0.938,98.1,-0.67,511.83517760000007,516.4402895999999,541.3577
0000272,,,,,,-0.81,500.29710785714286,489.4088221428571,493.5431835714285
0000273,1271.0,0.69,1.0,0.975,133.789,1.44,535.6052372727273,546.3603536363637,547.3780127272727
0000274,516.0,0.427,1.0,1.0,114.667,1.44,438.83198416666676,503.5895541666667,478.45797416666665
0000275,1710.0,1.711,,,142.5,-0.43,484.6284440000001,484.8398768,507.70608000000004
0000276,877.0,1.065,1.0,0.927,116.933,-0.67,503.0539892857143,513.6382635714285,514.0146271428572
0000277,580.0,0.467,,,145.0,-0.43,445.3544175999999,422.05816480000004,445.80753519999996
0000278,1318.0,0.865,,,164.75,1.44,570.5337105882354,553.3719729411765,594.1362964705883
0000279,565.0,1.0,1.0,1.0,102.727,0.03,485.3971471428571,496.43578571428577,523.4394085714284
0000280,900.0,1.036,1.0,1.0,180.0,1.44,540.5876528571429,579.9950085714286,558.5176164285715
0000281,782.0,1.895,0.933,0.933,130.333,1.44,459.5549696296298,478.2315903703703,503.4184303703704
0000282,825.0,0.843,0.981,0.981,117.857,1.44,452.3743148148148,417.5033703703704,438.74521777777784
0000283,374.0,1.429,,1.0,83.111,1.44,479.9112023076923,520.7685492307692,530.8380915384614
0000284,1428.0,0.597,0.927,1.0,158.667,1.44,480.67767599999996,496.43391039999995,519.8582647999999
0000285,667.0,0.448,,,166.75,1.44,451.24276181818175,439.7915781818182,450.0940990909091
0000286,919.0,0.7,1.0,1.0,153.167,0.03,563.6664592857144,519.2268592857142,590.6551378571428
0000287,546.0,0.535,1.0,1.0,156.0,1.44,462.0735266666667,441.9095022222223,468.9440133333334
0000288,498.0,0.856,1.0,1.0,166.0,1.44,439.4107777777778,463.4270244444444,442.8706144444444
0000289,1640.0,0.808,1.0,1.0,136.667,0.03,488.9468733333333,468.76091750000006,528.7423824999998
0000290,1176.0,0.224,1.0,1.0,147.0,-0.43,487.54478642857146,505.17963785714284,522.9698414285714
0000291,747.0,1.386,1.0,1.0,78.632,0.03,454.76398559999996,482.1645224,490.9548704
0000292,1180.0,2.381,0.993,0.986,168.571,0.03,500.04673666666656,519.43643,521.7176441666667
0000293,801.0,0.714,1.0,1.0,160.2,0.03,485.4593618181819,439.38478999999995,486.35515727272724
0000294,868.0,0.662,1.0,1.0,157.818,0.03,479.7781325000001,502.7725133333332,534.1818958333333
0000295,562.0,2.198,1.0,0.762,56.2,1.44,547.4551387096775,558.0098612903226,580.2523129032259
0000296,943.0,0.824,1.0,1.0,145.077,1.44,427.164668,425.7832904,427.2957856
0000297,309.0,0.385,1.0,1.0,88.286,1.44,547.8015976923077,574.4684161538461,575.776833846154
0000298,,,,,,-0.81,455.62457750000004,474.9971716666667,505.69439249999994
0000299,1284.0,0.956,1.0,1.0,142.667,1.44,501.98899478260876,473.8197191304348,485.23100869565224
0000300,912.0,0.927,,,202.667,1.44,490.9747972413794,504.9281848275862,527.6710910344827
0000301,917.0,0.473,1.0,1.0,76.417,-0.43,446.7035376,444.2751472,486.52368480000007
0000302,768.0,1.547,1.0,1.0,128.0,-0.43,459.90666454545453,463.541140909091,484.61733999999996
0000303,924.0,1.557,1.0,0.903,123.2,-0.43,547.1083838709676,557.1891083870969,577.3495625806452
0000304,1242.0,1.131,1.0,0.974,155.25,1.44,483.9616791666666,502.7322383333333,503.6934283333334
0000305,1007.0,1.074,1.0,0.893,143.857,1.44,483.59817083333337,484.7297466666667,497.52735250000006
0000306,965.0,0.776,,,175.455,1.44,463.71795851851846,504.55961481481484,506.7477592592592
0000307,249.0,3.111,,0.981,99.6,-0.67,517.8027432258065,509.18332580645165,542.0203122580645
0000308,1366.0,1.806,1.0,0.99,88.129,1.44,459.2304071428572,470.65809071428566,486.67941357142865
0000309,287.0,0.538,1.0,1.0,143.5,1.44,437.0154460869565,453.22831826086957,431.45078521739134
0000310,1328.0,1.515,1.0,1.0,120.727,-0.43,496.1168104761905,503.78180952380956,493.72745904761905
0000311,1609.0,0.613,1.0,1.0,134.083,-0.67,536.7217133333334,529.3022766666668,531.348168888889
0000312,1022.0,0.495,1.0,1.0,157.231,1.44,597.738486,599.793896,611.0002473333333
0000313,1169.0,0.429,1.0,1.0,146.125,1.44,512.6330666666667,531.8761741666667,560.2488175
0000314,1614.0,0.932,,0.995,146.727,-0.43,480.9612112,506.73639440000005,518.6385680000001
0000315,1725.0,0.529,1.0,0.984,156.818,0.03,476.84638000000007,493.78841846153836,523.74401
0000316,595.0,0.652,1.0,1.0,119.0,1.44,491.47227578947366,507.1359389473684,531.1234989473685
0000317,904.0,2.244,1.0,0.986,139.077,1.44,514.9717328571429,534.3505235714285,513.7548592857142
0000318,850.0,1.058,1.0,1.0,106.25,1.44,581.5625503703703,614.8794088888887,594.3774444444446
0000319,691.0,0.761,1.0,1.0,86.375,1.44,470.54231333333337,507.2745722222222,449.15972
0000320,1490.0,0.667,1.0,1.0,,1.44,415.0458985185185,406.7223777777778,414.7630096296296
0000321,1392.0,0.598,1.0,0.94,107.077,-0.81,461.22605039999996,527.9010519999999,501.20477360000007
0000322,577.0,0.72,1.0,1.0,128.222,1.44,527.0711976,523.767316,568.6199184000001
0000323,923.0,0.641,1.0,1.0,131.857,1.44,399.3181261538462,419.9249507692308,436.0901500000001
0000324,1844.0,0.833,0.86,0.781,127.172,1.44,519.9384269565218,541.7323269565218,534.1217626086957
0000325,973.0,0.877,1.0,1.0,139.0,1.44,535.368167826087,516.7166034782609,553.0674799999999
0000326,956.0,1.159,1.0,1.0,127.467,0.03,455.34220750000003,485.40116249999994,506.3743316666667
0000327,1554.0,1.245,1.0,1.0,155.4,1.44,425.28371384615383,464.6753623076923,458.4053053846154
0000328,1477.0,1.718,1.0,1.0,113.615,-0.43,465.27006222222224,485.74460666666675,460.0888303703703
0000329,747.0,1.43,1.0,1.0,93.375,1.44,521.936224137931,514.6050910344827,546.5941717241379
0000330,960.0,0.466,,1.0,112.941,-0.62,401.2046452173913,395.1180904347826,393.21473217391303
0000331,1250.0,1.639,1.0,1.0,147.059,1.44,499.12174583333336,541.9586041666665,570.1798166666666
0000332,1044.0,0.907,0.016,,149.143,-0.25,482.27218620689666,521.2170289655172,517.0953986206898
0000333,997.0,1.123,1.0,1.0,153.385,1.44,484.88341666666656,488.9972216666667,488.06648750000005
0000334,622.0,1.009,0.99,0.99,124.4,-0.43,473.3980861538462,461.8677569230769,498.00017384615387
0000335,1547.0,0.238,1.0,0.989,128.917,1.44,458.94166689655174,441.9192462068966,441.38059517241373
0000336,1293.0,0.283,0.988,0.988,136.105,-0.43,459.8989966666667,442.23930916666666,451.6916816666667
0000337,1417.0,0.743,1.0,0.97,157.444,1.44,536.14426,563.5168544,571.458412
0000338,875.0,0.712,1.0,1.0,159.091,1.44,481.5015341666667,490.98030249999994,512.6880533333334
0000339,350.0,0.313,1.0,1.0,175.0,0.03,413.0783627272728,442.48572545454533,422.99684545454545
0000340,735.0,0.512,1.0,1.0,122.5,0.03,489.3085235714285,487.2007871428571,477.69422571428566
0000341,1292.0,1.082,,1.0,143.556,1.44,484.83409199999994,505.131074,519.1159989999999
0000342,867.0,1.648,1.0,1.0,123.857,-0.43,436.535505,459.0486264285714,470.4208142857143
0000343,1074.0,0.744,1.0,0.978,143.2,1.44,528.423428,532.6283553333333,552.113638
0000344,,,,,,-0.81,420.91267538461545,448.25212846153846,451.48337692307695
0000345,792.0,3.027,1.0,1.0,113.143,-0.43,505.2656190000001,499.58686900000004,513.469789
0000346,469.0,1.0,0.54,0.881,55.176,1.44,576.2684579310345,553.7994834482759,585.7908144827586
0000347,848.0,0.833,1.0,1.0,169.6,0.03,577.398226923077,561.1351599999999,602.8548438461537
0000348,730.0,1.087,1.0,1.0,121.667,1.44,449.16348956521745,468.8749913043478,490.68404086956525
0000349,910.0,0.7,1.0,1.0,113.75,1.44,435.4270991304347,454.6194678260869,486.9865295652174
0000350,856.0,0.906,1.0,1.0,122.286,1.44,460.41180296296295,437.540797037037,461.1456503703704
0000351,846.0,0.859,1.0,0.966,120.857,1.44,525.2303838461538,516.3695761538461,537.7994692307692
0000352,2244.0,0.307,0.162,,179.52,1.44,532.3869915789473,530.0328084210526,556.187792631579
0000353,1443.0,0.416,1.0,1.0,131.182,1.44,531.8468583333334,534.0466133333333,566.7490358333334
0000354,590.0,0.373,0.853,0.853,98.333,1.44,568.2454068965518,607.4349234482759,596.8295420689656
0000355,1393.0,,1.0,1.0,126.636,1.44,457.4636372727273,487.27288363636364,480.28127545454544
0000356,1196.0,0.748,1.0,1.0,184.0,0.87,454.5665233333333,459.0949675,490.72019249999994
0000357,944.0,1.124,1.0,1.0,111.059,0.03,482.97502444444444,497.4079859259259,504.1367881481481
0000358,730.0,0.646,1.0,1.0,121.667,1.44,438.4673955555555,469.2611633333333,446.2172066666666
0000359,401.0,0.988,1.0,1.0,133.667,1.44,452.20134347826087,455.7784756521739,480.79966869565226
0000360,1450.0,,,,100.0,-0.43,509.26298272727274,525.7583363636364,547.0092554545455
0000361,30.0,1.0,0.929,0.429,,1.44,537.5525749999999,531.165025,552.4197999999999
0000362,1177.0,1.217,1.0,1.0,112.095,1.44,515.1071953846154,552.6580346153845,557.804923076923
0000363,750.0,1.087,1.0,0.992,136.364,-0.67,411.9878451851852,422.8452111111111,425.11362148148146
0000364,141.0,1.63,,,70.5,1.44,510.0353133333334,533.7152960000001,523.6168053333334
0000365,821.0,0.965,1.0,1.0,82.1,1.44,503.440888148148,486.1072525925926,520.3240911111111
0000366,721.0,0.38,,,131.091,1.44,577.8865653846154,597.0833292307692,654.9271246153846
0000367,,,,,,-0.81,521.2696712000001,504.9783112,526.2364799999999
0000368,264.0,0.488,1.0,1.0,88.0,1.44,398.2377523809523,400.6787533333333,438.52862190476196
0000369,1268.0,1.594,1.0,1.0,120.762,0.03,492.55095923076925,481.58342923076924,512.3210353846155
0000370,1240.0,0.682,1.0,1.0,177.143,1.44,480.8949681481481,503.67750518518517,514.8707629629629
0000371,514.0,0.571,1.0,1.0,102.8,1.44,422.5407591304348,397.2967113043478,426.45995826086954
0000372,1064.0,1.0,1.0,1.0,163.692,1.44,470.5220053846154,478.1700784615385,478.31750846153847
0000373,1134.0,0.931,1.0,1.0,151.2,1.44,465.00652846153844,514.5976323076923,479.46159307692307
0000374,1242.0,0.332,1.0,1.0,138.0,1.44,564.69452,585.2942737931035,602.035395862069
0000375,717.0,4.423,1.0,1.0,79.667,1.44,536.8172608000001,579.1429648,534.2894448
0000376,905.0,3.083,1.0,1.0,95.263,-0.43,523.7347821428572,536.4876064285714,540.094315
0000377,646.0,0.671,0.989,0.989,117.455,0.03,496.6551158333333,514.392145,520.8550875
0000378,1241.0,0.875,1.0,1.0,,1.44,524.9759841666666,563.175715,557.3270241666667
0000379,912.0,3.184,1.0,1.0,165.818,1.44,465.93555483870966,462.97399290322585,517.1439387096774
0000380,789.0,1.467,1.0,0.984,112.714,-0.43,521.0793064516129,523.6923296774194,511.36251354838714
0000381,1578.0,0.685,0.99,0.99,131.5,0.03,470.64783461538474,489.3498223076923,492.04659615384617
0000382,1100.0,0.328,1.0,1.0,137.5,-0.43,548.997766,515.9516833333333,571.1519346666668
0000383,,,,,,-0.81,531.8490266666668,530.7670244444445,531.07879
0000384,932.0,0.657,1.0,1.0,116.5,0.03,480.16285769230774,492.4127615384615,500.27401
0000385,802.0,1.187,1.0,1.0,160.4,0.03,476.65783666666664,481.91987666666665,469.2714146666667
0000386,441.0,3.226,,1.0,80.182,1.44,417.18726,431.5388883333333,446.7300766666667
0000387,1327.0,0.948,1.0,1.0,139.684,1.44,457.470011,466.258298,487.63055
0000388,665.0,0.333,1.0,1.0,110.833,1.44,475.04429037037045,460.6494251851851,481.2908407407407
0000389,968.0,0.333,1.0,1.0,215.111,1.44,553.4608753846153,557.3767553846154,567.915243846154
0000390,1164.0,0.664,1.0,1.0,122.526,1.44,479.38613703703703,491.592497037037,478.4657451851852
0000391,1557.0,1.31,0.963,0.953,141.545,1.44,501.4971224000001,481.18034960000006,532.2454319999999
0000392,1026.0,0.579,1.0,1.0,128.25,1.44,439.9587854545454,426.19307818181824,419.44915363636363
0000393,778.0,1.356,1.0,1.0,91.529,-0.43,535.1209373913043,482.0967043478261,525.6280113043479
0000394,591.0,0.65,1.0,1.0,98.5,-0.67,501.90320416666674,478.9603466666666,508.6317291666666
0000395,1520.0,0.914,1.0,1.0,138.182,1.44,512.1981561538462,484.67176538461536,532.8106630769231
0000396,344.0,1.525,1.0,1.0,137.6,1.44,507.29241200000007,514.2108976,521.1152543999999
0000397,1314.0,1.219,1.0,0.979,114.261,1.44,465.0107733333333,450.8475200000001,517.5097916666666
0000398,812.0,1.411,,0.909,116.0,-0.43,474.0756583333333,457.92787666666675,485.83628333333337
0000399,1174.0,0.735,1.0,0.992,111.81,1.44,536.658242962963,574.5668207407407,569.4523807407409
0000400,392.0,1.446,1.0,1.0,196.0,1.44,608.64036375,603.4889925,643.7628162499999
0000401,717.0,0.68,1.0,1.0,119.5,1.44,493.6677957142858,490.1349899999999,509.23229928571425
0000402,465.0,0.764,1.0,1.0,116.25,0.03,382.1026104761904,404.6113866666667,422.33885999999995
0000403,757.0,0.565,1.0,1.0,126.167,0.03,475.59277199999997,501.4615288,516.3073496000001
0000404,,,,,,-0.81,522.3273453846155,526.0299546153847,506.24551461538465
0000405,809.0,0.423,1.0,1.0,115.571,0.03,470.5668333333333,487.30167407407407,477.51598814814827
0000406,1272.0,,0.61,0.972,106.0,1.44,477.68635937499994,505.6679725,508.10623375000006
0000407,493.0,0.482,1.0,1.0,70.429,0.03,404.13474272727274,436.61087636363635,416.21087727272726
0000408,1855.0,0.992,1.0,1.0,112.424,0.03,434.2308429629629,455.98440962962957,436.0617281481482
0000409,1270.0,0.798,,,120.952,1.44,481.9604030769231,513.4137961538461,524.9741746153846
0000410,670.0,0.498,1.0,1.0,167.5,0.03,436.61669925925935,482.28512222222224,452.52531777777784
0000411,1148.0,1.267,1.0,1.0,143.5,1.44,477.5628481481481,515.9730851851851,525.9708222222223
0000412,834.0,1.68,1.0,1.0,,-0.43,505.5716278571428,503.6763014285715,529.4106678571428
0000413,655.0,0.328,1.0,0.939,119.091,0.03,504.5765546153847,503.1218246153846,531.2864007692308
0000414,802.0,1.071,1.0,0.904,106.933,1.44,529.5832427586206,518.8856655172415,517.2915455172414
0000415,956.0,0.987,1.0,1.0,191.2,0.03,422.6769981818182,453.8063954545455,443.28269
0000416,1246.0,0.257,1.0,1.0,191.692,1.44,488.6176018181819,513.3540627272727,520.9631736363636
0000417,1264.0,0.863,1.0,1.0,114.909,0.03,579.6238585185185,615.3949125925926,613.4416414814816
0000418,1450.0,1.179,1.0,1.0,152.632,1.44,510.54075555555556,549.9543103703703,574.8988074074074
0000419,997.0,0.224,1.0,1.0,124.625,-0.67,488.58662000000004,476.4931566666666,520.0430541666666
0000420,1271.0,0.663,0.941,0.941,133.789,1.44,529.1646515789473,549.7821463157895,573.5320652631578
0000421,1002.0,1.622,,0.965,111.333,-0.25,484.893715862069,507.4250144827586,499.2012806896552
0000422,1059.0,1.408,1.0,1.0,96.273,-0.67,476.7798736000001,489.9657024,506.66914879999996
0000423,367.0,0.485,,,104.857,1.44,393.00774,380.15317999999996,419.50919833333336
0000424,586.0,1.594,,,130.222,1.44,529.6102050000001,520.7286514285713,546.1588157142858
0000425,639.0,1.452,1.0,1.0,127.8,1.44,468.49807043478256,474.3751817391305,472.9059591304348
0000426,506.0,1.033,1.0,1.0,168.667,1.44,432.6426775,406.7536383333333,416.6184825
0000427,645.0,0.187,1.0,1.0,161.25,1.44,466.3879822222222,472.0699844444445,521.4223533333334
0000428,184.0,0.485,1.0,1.0,92.0,-0.43,378.793429,361.41001100000005,377.05613400000004
0000429,859.0,1.102,1.0,1.0,171.8,1.44,587.705408275862,586.332667586207,597.4533420689654
0000430,850.0,0.484,1.0,1.0,141.667,1.44,450.90227166666665,447.5605425,466.2307316666667
0000431,742.0,1.172,1.0,1.0,92.75,-0.43,516.3877304761905,529.1250247619047,545.9112647619047
0000432,1062.0,,1.0,0.985,141.6,1.44,642.4559849999999,606.7601233333332,591.5920683333333
0000433,1269.0,1.21,1.0,0.962,149.294,1.44,610.6356168000001,546.0485992000001,631.5591160000001
0000434,259.0,3.125,1.0,1.0,103.6,1.44,520.6406446153846,501.01509615384623,522.8186915384615
0000435,493.0,0.38,1.0,1.0,140.857,1.44,463.6411383333333,472.69119749999993,498.59194666666673
0000436,1236.0,1.245,,1.0,130.105,0.03,500.36156083333333,522.8508266666665,508.89981750000004
0000437,1695.0,0.967,1.0,0.995,147.391,1.44,519.9659011111112,534.1747944444444,550.54188
0000438,1132.0,1.435,1.0,1.0,98.435,-0.67,507.07601741935486,526.1884470967741,537.051053548387
0000439,1524.0,2.885,1.0,1.0,132.522,0.03,477.4727860869565,504.14032086956524,488.30822608695655
0000440,646.0,0.476,1.0,1.0,161.5,1.44,568.0006928571429,595.9311978571429,599.6702971428573
0000441,644.0,0.964,0.988,0.988,92.0,1.44,477.9853455172414,468.34909655172413,472.1301882758621
0000442,,,,,,-0.81,470.03068230769225,472.2076284615385,483.13416230769235
0000443,1466.0,0.514,1.0,1.0,139.619,1.44,572.6105348148147,550.9989874074074,592.2914311111111
0000444,757.0,0.89,1.0,1.0,126.167,1.44,421.763515,447.89465200000006,440.26948899999996
0000445,592.0,3.939,1.0,1.0,107.636,1.44,572.2200212121213,569.8186351515152,593.0317715151515
0000446,1145.0,0.588,1.0,1.0,163.571,1.44,559.9205463999999,559.8671808000001,569.3435311999999
0000447,921.0,0.308,1.0,1.0,92.1,1.44,472.98275368421054,493.507645263158,510.68238631578953
0000448,1045.0,0.878,1.0,1.0,104.5,-0.67,471.880845,496.130269375,467.024310625
0000449,738.0,1.15,,1.0,123.0,1.44,461.5911876923077,467.433536923077,509.5917138461538
0000450,1015.0,1.502,1.0,1.0,119.412,1.44,497.8327553846154,523.8639207692307,502.1353953846154
0000451,1060.0,1.852,0.962,0.932,163.077,1.44,488.3849321428571,485.6520407142857,499.86745357142865
0000452,,,,,,-0.81,502.4069136,479.26645440000004,491.61133600000005
0000453,1021.0,0.725,1.0,0.982,157.077,1.44,543.2202714285716,544.1801714285715,568.7749790476191
0000454,464.0,0.781,1.0,1.0,84.364,1.44,501.15023481481484,509.9015525925926,532.4498874074073
0000455,924.0,0.856,1.0,0.953,154.0,0.03,429.7253664285714,424.34832785714286,442.2863235714285
0000456,1634.0,0.552,1.0,1.0,172.0,1.44,464.58468190476185,468.95551523809524,448.30198190476193
0000457,1532.0,0.082,,,122.56,1.44,497.57510615384615,497.6385946153847,524.1708000000001
0000458,820.0,0.857,0.962,0.942,126.154,-0.25,497.96029714285714,519.6522142857142,524.2753171428571
0000459,928.0,,0.056,0.056,142.769,1.44,498.50094482758624,531.3579924137931,542.1568089655173
0000460,622.0,0.586,1.0,1.0,138.222,1.44,422.9437773913043,458.7766791304348,444.95564869565214
0000461,1635.0,0.384,1.0,1.0,172.105,-0.67,490.0229622222222,473.0611711111111,516.9498659259259
0000462,1099.0,1.415,1.0,0.968,169.077,1.44,599.0912426666666,614.5457953333332,599.8694473333335
0000463,,,,,,-0.81,500.3424437037037,482.4537622222222,495.1503748148149
0000464,667.0,0.285,1.0,0.728,78.471,1.44,580.9624785185185,582.1742,582.279274074074
0000465,,,,,,-0.81,509.83909428571434,519.2830671428571,532.7876071428572
0000466,727.0,0.511,,,121.167,1.44,447.4057982608695,454.8108278260869,475.55746434782606
0000467,1242.0,0.5,1.0,0.986,138.0,1.44,506.508018,500.09006,491.136705
0000468,777.0,3.0,1.0,1.0,111.0,1.44,498.0318846666667,500.4036493333334,526.6163100000001
0000469,1455.0,1.024,1.0,1.0,153.158,1.44,521.5899214285715,558.9496085714286,579.9215414285715
0000470,1622.0,1.135,1.0,0.937,129.76,1.44,509.04346307692305,493.7680907692308,512.5398153846154
0000471,1004.0,1.61,1.0,1.0,125.5,-0.81,524.9564,530.3780419354839,519.0089174193547
0000472,,,,,,-0.81,443.7362668965517,484.3249517241378,453.2682048275862
0000473,,,,,,-0.81,488.5729832,522.2922336,516.0611688000001
0000474,749.0,2.381,1.0,0.951,107.0,-0.67,491.8558048275862,504.81469517241385,522.3848510344828
0000475,458.0,,0.989,0.989,65.429,1.44,514.3083772727273,512.65408,544.9323554545455
0000476,925.0,0.519,1.0,1.0,185.0,1.44,544.7748895999999,549.6327288,566.7139112000001
0000477,880.0,2.299,1.0,0.951,146.667,-0.25,524.5630104,536.9370768000001,509.40693440000007
0000478,,,,,,-0.81,599.7627207692308,610.4603007692308,610.0601038461538
0000479,516.0,1.189,,1.0,114.667,0.03,477.39263666666665,474.855496,490.6595746666667
0000480,731.0,1.0,1.0,0.932,91.375,0.03,531.5248015384616,553.6712376923076,550.0760315384616
0000481,395.0,3.243,1.0,1.0,112.857,1.44,535.4616156249999,573.47351,575.03555375
0000482,710.0,0.971,1.0,1.0,177.5,1.44,534.8464933333332,571.8572192592593,561.4986096296296
0000483,936.0,0.215,1.0,1.0,156.0,1.44,580.8531642857143,584.8846357142858,609.7478292857143
0000484,1958.0,0.668,0.951,0.942,150.615,1.44,543.0830366666667,533.2999258333332,575.3473541666667
0000485,836.0,1.298,1.0,1.0,167.2,1.44,438.08226090909085,437.0466290909091,438.03109545454555
0000486,635.0,0.468,1.0,1.0,127.0,0.03,429.094799047619,422.4782771428571,411.66852666666665
0000487,945.0,0.512,1.0,1.0,157.5,0.03,497.11598583333335,522.2896583333334,508.2431891666668
0000488,1070.0,0.81,0.986,0.971,133.75,0.03,518.1041728571429,534.8540407142857,554.2015185714286
0000489,1073.0,0.634,,,107.3,-0.43,482.32890076923076,503.6356084615385,489.52170384615386
0000490,1000.0,0.556,0.985,0.969,133.333,1.44,476.4898646153846,492.8968115384615,505.20185000000004
0000491,947.0,1.266,1.0,,118.375,1.44,529.3467684615384,544.8102253846155,568.6648176923078
0000492,661.0,1.308,1.0,0.988,132.2,0.03,461.1692860869565,480.6018765217391,482.94033652173914
0000493,1033.0,1.102,0.0,0.0,137.733,1.44,443.55213111111107,498.72656222222224,518.4124922222222
0000494,708.0,0.848,1.0,1.0,177.0,1.44,412.8626553846154,469.94642999999996,451.46544230769234
0000495,907.0,0.992,0.983,0.983,113.375,1.44,509.79544153846155,516.5268653846153,525.3471715384616
0000496,400.0,0.5,1.0,1.0,133.333,-0.62,477.36666888888885,486.5750992592592,471.5687925925927
0000497,678.0,0.962,1.0,1.0,135.6,1.44,439.7347114285714,476.4528385714285,500.41694999999993
0000498,341.0,0.514,1.0,1.0,85.25,0.03,429.39153809523805,409.64231142857153,484.4958371428573
0000499,1004.0,0.625,1.0,1.0,111.556,1.44,488.98025857142864,476.7826642857143,502.63161928571424
0000500,851.0,2.0,1.0,0.991,106.375,-0.67,476.97396333333324,479.16050749999994,488.0431716666666
0000501,1862.0,0.364,1.0,1.0,177.333,1.44,510.2176407407407,546.3168014814815,548.9549214814813
0000502,759.0,1.411,0.989,0.989,168.667,0.03,487.0088832,499.7532815999999,512.1596431999999
0000503,,,,,,1.44,475.99254307692297,483.1101723076923,490.8594638461538
0000504,680.0,0.567,1.0,0.989,136.0,1.44,557.5868560000001,532.9044912,569.7873912
0000505,1333.0,1.129,1.0,1.0,111.083,1.44,492.46015034482764,493.2956765517241,501.5485689655173
0000506,598.0,0.749,0.093,,119.6,-0.43,471.77130181818177,444.8479918181818,491.1066054545455
0000507,513.0,3.377,,,102.6,-0.43,511.78643571428563,491.3710142857143,516.449085
